ProductID,Quarter,UnitsSold,LaunchPrice,CurrentPrice,MarketingSpend,AvgRating,ReviewVolume,SentimentScore,LaunchQuarter,RAM,Storage,ProcessorScore,CameraMP,Battery,Is5G,PremiumMaterial,GDPGrowth,IndustryGrowth,SeasonIndex,5GPenetration
P003,7,43914,19971,19448.255856947726,871253,3.3527739730124466,2090,-0.6689733651440524,3,4,256,5,107,5960,1,0,4.382982995024495,11.488228402915759,1,48.18181818181818
P003,8,21956,37359,29642.197860104603,194270,3.5551743452588362,2813,-0.9738110868233327,3,4,256,5,107,5960,1,0,2.629214999194885,9.795821017542501,1,54.54545454545455
P003,9,40356,42696,32167.62709244127,670451,3.917977976034026,4343,-0.17075175254595254,3,4,256,5,107,5960,1,0,6.424431236562914,10.841994847141692,1,60.90909090909091
P003,10,33195,36566,36531.71116789967,251878,4.190770034640088,3312,-0.20536376908480425,3,4,256,5,107,5960,1,0,3.093703270855748,12.368224753949129,1,67.27272727272727
P003,11,4482,39442,37072.900754395996,193501,3.4102792809640143,2432,0.24995197410210457,3,4,256,5,107,5960,1,0,5.383790552113018,10.577422659504375,0,73.63636363636363
P003,12,44460,39861,37906.59300679371,320178,3.1314172788567047,3157,0.04878053865516008,3,4,256,5,107,5960,1,0,7.044259915267586,10.86535434660759,1,80.0
P004,1,56235,53000,43472.132667917685,400709,4.530712562132481,3435,0.7235712420270346,5,8,128,8,12,4542,1,1,6.122993032419987,5.892043287120562,1,10.0
P004,2,42806,63770,51780.78052974795,962061,4.053156933318587,4164,-0.9492272886793103,5,8,128,8,12,4542,1,1,7.066644035801772,10.353355640155236,0,16.363636363636363
P004,3,42411,41399,37871.46029061602,209575,3.054191985006967,2906,-0.4922228719133914,5,8,128,8,12,4542,1,1,6.497697392051524,7.332164115498012,1,22.727272727272727
P004,4,32678,25682,21872.136005360346,436199,3.208217163969148,3410,0.13888703552700066,5,8,128,8,12,4542,1,1,2.1828329164015647,8.429268642782603,0,29.09090909090909
P004,5,41986,39160,33952.36517803498,572327,3.1988827855186903,2243,0.9774575639108856,5,8,128,8,12,4542,1,1,7.2032898864483395,9.739699414305562,0,35.45454545454545
P004,6,11503,75535,71158.12780056668,112175,3.79436705923691,264,-0.7178363024445729,5,8,128,8,12,4542,1,1,4.1248800247587525,8.551043032793046,1,41.81818181818181
P004,7,23389,62838,50094.266237948716,147057,3.026003847021472,874,0.4718092263920046,5,8,128,8,12,4542,1,1,4.382982995024495,11.488228402915759,1,48.18181818181818
P004,8,55394,35079,26464.672088254498,244931,4.285851127228506,4277,0.7853434221539497,5,8,128,8,12,4542,1,1,2.629214999194885,9.795821017542501,1,54.54545454545455
P004,9,25236,37419,29963.629352606902,770718,3.759384816334534,4666,-0.9315437783589418,5,8,128,8,12,4542,1,1,6.424431236562914,10.841994847141692,1,60.90909090909091
P004,10,52707,29596,23782.09201597187,756639,4.104094361703961,3677,0.5272115883195216,5,8,128,8,12,4542,1,1,3.093703270855748,12.368224753949129,1,67.27272727272727
P004,11,31975,60648,58254.85374067698,643351,4.97073462448347,4323,-0.6357857223568335,5,8,128,8,12,4542,1,1,5.383790552113018,10.577422659504375,0,73.63636363636363
P004,12,30529,50954,43501.33021934223,659655,4.397691706321809,1404,-0.48422462913359543,5,8,128,8,12,4542,1,1,7.044259915267586,10.86535434660759,1,80.0
P005,1,57029,32685,31066.408436935526,216739,3.264552422250661,2176,-0.656641428303393,5,8,64,9,80,4197,1,1,6.122993032419987,5.892043287120562,1,10.0
P005,2,10996,31458,29783.65307052883,618271,3.2355021657802823,140,-0.451889558625588,5,8,64,9,80,4197,1,1,7.066644035801772,10.353355640155236,0,16.363636363636363
P005,3,41952,37180,33291.943011676696,752665,4.440405163264591,441,-0.7262287398623855,5,8,64,9,80,4197,1,1,6.497697392051524,7.332164115498012,1,22.727272727272727
P005,4,42760,30646,29486.570595094254,104263,3.5014613211231955,554,0.1465887563588013,5,8,64,9,80,4197,1,1,2.1828329164015647,8.429268642782603,0,29.09090909090909
P005,5,13664,50737,41671.031273227854,784733,4.037835410565675,4325,-0.6674332624878412,5,8,64,9,80,4197,1,1,7.2032898864483395,9.739699414305562,0,35.45454545454545
P005,6,52538,76120,55174.79038073819,635843,4.541971851070957,4224,-0.2214087719160469,5,8,64,9,80,4197,1,1,4.1248800247587525,8.551043032793046,1,41.81818181818181
P005,7,56567,74402,60020.22843512754,322320,4.443065722243811,1350,0.8986135941155313,5,8,64,9,80,4197,1,1,4.382982995024495,11.488228402915759,1,48.18181818181818
P005,8,55302,38150,37624.5249886961,745188,3.9675098838648255,1885,-0.9376337298774307,5,8,64,9,80,4197,1,1,2.629214999194885,9.795821017542501,1,54.54545454545455
P005,9,50275,63594,55868.8157774856,771210,4.692815698629115,4560,-0.6906557182335276,5,8,64,9,80,4197,1,1,6.424431236562914,10.841994847141692,1,60.90909090909091
P005,10,49304,47921,40362.47782106912,724712,3.1502755634716175,1340,0.4098510993779061,5,8,64,9,80,4197,1,1,3.093703270855748,12.368224753949129,1,67.27272727272727
P005,11,20023,70337,58935.6855689239,124354,4.6382046353484,1352,-0.9953212187484435,5,8,64,9,80,4197,1,1,5.383790552113018,10.577422659504375,0,73.63636363636363
P005,12,11650,34933,24508.15949311002,385195,3.7219477938800534,3215,0.6148605036335224,5,8,64,9,80,4197,1,1,7.044259915267586,10.86535434660759,1,80.0
P006,1,8960,50772,47573.570522094036,660696,3.8920115459159117,4207,0.08380189475671629,2,12,128,9,15,4676,1,0,6.122993032419987,5.892043287120562,1,10.0
P006,2,26791,15338,14105.859592324954,807220,4.5180716910777,2521,0.2744631595789737,2,12,128,9,15,4676,1,0,7.066644035801772,10.353355640155236,0,16.363636363636363
P006,3,7319,30896,30000.29850656079,875435,3.4424188836392045,4093,-0.89680838668258,2,12,128,9,15,4676,1,0,6.497697392051524,7.332164115498012,1,22.727272727272727
P006,4,48617,72390,51632.14081075024,653999,4.850496634831332,4090,0.1116131628743593,2,12,128,9,15,4676,1,0,2.1828329164015647,8.429268642782603,0,29.09090909090909
P006,5,21541,43921,34866.96944577457,792558,4.39484053449368,4332,-0.6148019444287391,2,12,128,9,15,4676,1,0,7.2032898864483395,9.739699414305562,0,35.45454545454545
P006,6,10007,32905,27196.930095529755,855164,3.9484284333149278,2519,0.6890987970701408,2,12,128,9,15,4676,1,0,4.1248800247587525,8.551043032793046,1,41.81818181818181
P006,7,39265,32850,31163.961997754926,711600,4.300334700886456,3323,-0.5399823254245939,2,12,128,9,15,4676,1,0,4.382982995024495,11.488228402915759,1,48.18181818181818
P006,8,32907,72132,52157.63650197543,234055,3.8820643234963232,4559,0.14485551886693138,2,12,128,9,15,4676,1,0,2.629214999194885,9.795821017542501,1,54.54545454545455
P006,9,30535,21640,18643.30247555207,246389,3.63750500586414,2869,0.04033621975746371,2,12,128,9,15,4676,1,0,6.424431236562914,10.841994847141692,1,60.90909090909091
P006,10,59836,28737,27673.719889089964,210017,3.0488015631130763,3341,0.9806826266835542,2,12,128,9,15,4676,1,0,3.093703270855748,12.368224753949129,1,67.27272727272727
P006,11,39114,44430,33573.168411748135,850865,4.878135397025792,3910,-0.859940588505058,2,12,128,9,15,4676,1,0,5.383790552113018,10.577422659504375,0,73.63636363636363
P006,12,43773,31371,22455.52338553249,806544,3.8038618272184843,344,-0.04043734628699047,2,12,128,9,15,4676,1,0,7.044259915267586,10.86535434660759,1,80.0
P007,1,35039,34895,27270.655056635867,503832,4.536546827729037,1020,-0.3272590723431559,3,8,128,5,27,4191,0,1,6.122993032419987,5.892043287120562,1,10.0
P007,2,55587,27676,25453.106360692673,841040,3.2209482262627893,1265,-0.40599424709023557,3,8,128,5,27,4191,0,1,7.066644035801772,10.353355640155236,0,16.363636363636363
P007,3,36801,70619,64592.797870558075,533816,3.5545312913935474,2732,-0.7810648026417697,3,8,128,5,27,4191,0,1,6.497697392051524,7.332164115498012,1,22.727272727272727
P007,4,59208,38895,28678.499637318364,601946,4.899922367900451,2208,-0.4820346967963727,3,8,128,5,27,4191,0,1,2.1828329164015647,8.429268642782603,0,29.09090909090909
P007,5,34123,52573,52294.31865079154,811998,4.88946404458282,110,0.807447934350541,3,8,128,5,27,4191,0,1,7.2032898864483395,9.739699414305562,0,35.45454545454545
P007,6,16561,63280,58407.809989812566,293283,3.4633434027668866,984,0.6612850355012492,3,8,128,5,27,4191,0,1,4.1248800247587525,8.551043032793046,1,41.81818181818181
P007,7,36157,26593,18989.625364789536,346584,3.4409724181403507,2900,0.9145405259666513,3,8,128,5,27,4191,0,1,4.382982995024495,11.488228402915759,1,48.18181818181818
P007,8,16199,67997,63932.880924731035,698069,4.938205260281623,2836,0.036520733352784385,3,8,128,5,27,4191,0,1,2.629214999194885,9.795821017542501,1,54.54545454545455
P007,9,20297,45448,34184.55738595818,107657,4.030495848629451,949,0.39204123610758446,3,8,128,5,27,4191,0,1,6.424431236562914,10.841994847141692,1,60.90909090909091
P007,10,49319,39578,37391.3130262636,423557,4.245874765870237,992,0.07394884578682714,3,8,128,5,27,4191,0,1,3.093703270855748,12.368224753949129,1,67.27272727272727
P007,11,39443,49701,47615.44887083617,773034,4.754921725260761,2782,-0.7409701574343917,3,8,128,5,27,4191,0,1,5.383790552113018,10.577422659504375,0,73.63636363636363
P007,12,19602,52784,50443.455039256536,194377,4.619032149449756,4235,0.8631789766379798,3,8,128,5,27,4191,0,1,7.044259915267586,10.86535434660759,1,80.0
P008,1,52106,30585,25157.262456530192,658030,3.0101642796360517,4072,-0.9024328366536538,3,4,128,7,35,5217,0,0,6.122993032419987,5.892043287120562,1,10.0
P008,2,43873,44125,43623.58961218726,503119,4.366517527319192,4136,0.9829506702900963,3,4,128,7,35,5217,0,0,7.066644035801772,10.353355640155236,0,16.363636363636363
P008,3,40001,75455,72804.40776133015,626684,4.81302743888916,1691,0.32422402021312924,3,4,128,7,35,5217,0,0,6.497697392051524,7.332164115498012,1,22.727272727272727
P008,4,8183,68082,65314.32128312547,199616,4.757259972710316,2483,0.316903669316851,3,4,128,7,35,5217,0,0,2.1828329164015647,8.429268642782603,0,29.09090909090909
P008,5,49456,46290,44447.11456872877,576840,3.6680177574904755,2704,0.3949429233385673,3,4,128,7,35,5217,0,0,7.2032898864483395,9.739699414305562,0,35.45454545454545
P008,6,48249,76795,68008.37823701052,233541,3.3784430795700118,656,0.743687055490464,3,4,128,7,35,5217,0,0,4.1248800247587525,8.551043032793046,1,41.81818181818181
P008,7,51138,69302,65680.62573429175,992297,4.6398938348162,3608,0.48701651258321554,3,4,128,7,35,5217,0,0,4.382982995024495,11.488228402915759,1,48.18181818181818
P008,8,38766,41705,39427.49442226565,542061,4.51327160756987,1647,-0.9872282565663328,3,4,128,7,35,5217,0,0,2.629214999194885,9.795821017542501,1,54.54545454545455
P008,9,23727,45220,40023.230574685316,228232,4.2636270540333365,4895,-0.9818551906945501,3,4,128,7,35,5217,0,0,6.424431236562914,10.841994847141692,1,60.90909090909091
P008,10,3007,20445,16049.383973186945,603238,4.082533157352221,1347,0.6802430054824375,3,4,128,7,35,5217,0,0,3.093703270855748,12.368224753949129,1,67.27272727272727
P008,11,3435,48339,36440.316335095406,257732,3.2050194559813585,1987,0.5417082170819796,3,4,128,7,35,5217,0,0,5.383790552113018,10.577422659504375,0,73.63636363636363
P008,12,9491,77170,57870.80751506903,426032,4.164340920352546,2852,-0.8841590788824034,3,4,128,7,35,5217,0,0,7.044259915267586,10.86535434660759,1,80.0
P009,1,13383,64146,61305.897218686936,779181,4.946977938354793,384,-0.10808338597935707,3,12,256,6,91,4416,0,0,6.122993032419987,5.892043287120562,1,10.0
P009,2,27338,36730,32260.647972839342,389227,3.049173832917603,1006,0.6430258948148819,3,12,256,6,91,4416,0,0,7.066644035801772,10.353355640155236,0,16.363636363636363
P009,3,33598,62182,58801.518662569244,389226,4.366590753213011,3709,-0.682123433446487,3,12,256,6,91,4416,0,0,6.497697392051524,7.332164115498012,1,22.727272727272727
P009,4,15025,51124,50269.77371007523,713474,3.902774048659351,138,0.05404819242372416,3,12,256,6,91,4416,0,0,2.1828329164015647,8.429268642782603,0,29.09090909090909
P009,5,37612,25396,20050.455114826556,544191,3.1647620912316854,3255,0.30902242856227047,3,12,256,6,91,4416,0,0,7.2032898864483395,9.739699414305562,0,35.45454545454545
P009,6,24042,67930,66928.6485351011,868747,3.0626046274950323,1088,0.8872318403351978,3,12,256,6,91,4416,0,0,4.1248800247587525,8.551043032793046,1,41.81818181818181
P009,7,18335,77308,68924.54918860453,673189,4.520188156876195,4765,0.7881984073582688,3,12,256,6,91,4416,0,0,4.382982995024495,11.488228402915759,1,48.18181818181818
P009,8,21982,26425,20186.887541158845,650719,4.736245626981062,891,-0.2629473125524777,3,12,256,6,91,4416,0,0,2.629214999194885,9.795821017542501,1,54.54545454545455
P009,9,40158,38019,32010.59023275189,855271,3.318491476558529,1084,0.7372463359112216,3,12,256,6,91,4416,0,0,6.424431236562914,10.841994847141692,1,60.90909090909091
P009,10,5380,23711,22081.498357506534,343373,4.060708787456512,4544,-0.7375102446352249,3,12,256,6,91,4416,0,0,3.093703270855748,12.368224753949129,1,67.27272727272727
P009,11,43652,20655,20164.5336889899,938530,3.3709177493533087,626,-0.036955296974899854,3,12,256,6,91,4416,0,0,5.383790552113018,10.577422659504375,0,73.63636363636363
P009,12,13536,43541,39433.75945137099,658819,4.116825345166395,1116,-0.6783490618436199,3,12,256,6,91,4416,0,0,7.044259915267586,10.86535434660759,1,80.0
P010,1,7109,70796,55270.29711811615,941047,3.866493497943311,3888,-0.7008387146648685,5,4,256,5,13,5993,0,0,6.122993032419987,5.892043287120562,1,10.0
P010,2,59617,41589,34009.32435521928,969741,4.9493997037413795,265,-0.41667484258139353,5,4,256,5,13,5993,0,0,7.066644035801772,10.353355640155236,0,16.363636363636363
P010,3,23804,56688,54309.185535558485,382725,4.815637305969281,878,-0.038986105484342115,5,4,256,5,13,5993,0,0,6.497697392051524,7.332164115498012,1,22.727272727272727
P010,4,48167,24768,19136.091285864924,487960,4.141809003688328,691,-0.0352872368968169,5,4,256,5,13,5993,0,0,2.1828329164015647,8.429268642782603,0,29.09090909090909
P010,5,32811,63787,51272.30764010842,830023,3.0195416948383675,101,0.06848441195289023,5,4,256,5,13,5993,0,0,7.2032898864483395,9.739699414305562,0,35.45454545454545
P010,6,48824,60004,43488.05263016891,319724,3.1571569943100415,1017,-0.3558105955613293,5,4,256,5,13,5993,0,0,4.1248800247587525,8.551043032793046,1,41.81818181818181
P010,7,17525,38398,29192.37619975971,438041,4.601173398218165,3141,-0.9176330094414566,5,4,256,5,13,5993,0,0,4.382982995024495,11.488228402915759,1,48.18181818181818
P010,8,27003,77768,76637.64152169952,944092,4.412951452973802,2025,0.18955327475387218,5,4,256,5,13,5993,0,0,2.629214999194885,9.795821017542501,1,54.54545454545455
P010,9,54296,79870,70595.75537395479,133320,4.418121038901833,4011,0.4281738642648556,5,4,256,5,13,5993,0,0,6.424431236562914,10.841994847141692,1,60.90909090909091
P010,10,5389,40683,32621.055654965694,649114,3.968796895148081,558,0.7896333121210553,5,4,256,5,13,5993,0,0,3.093703270855748,12.368224753949129,1,67.27272727272727
P010,11,2899,26653,25192.131238843103,829497,3.9618076628979697,4209,-0.8367400359388208,5,4,256,5,13,5993,0,0,5.383790552113018,10.577422659504375,0,73.63636363636363
P010,12,17349,22179,17169.450788133312,619052,3.9585578571525746,1366,-0.5615720252839114,5,4,256,5,13,5993,0,0,7.044259915267586,10.86535434660759,1,80.0
P011,1,22022,73093,58552.51723237765,128380,4.579397014284958,4890,-0.9126766845852776,4,12,64,6,103,5842,1,0,6.122993032419987,5.892043287120562,1,10.0
P011,2,26363,35049,24753.648621308734,902514,3.4569094826625975,411,0.9495863242935663,4,12,64,6,103,5842,1,0,7.066644035801772,10.353355640155236,0,16.363636363636363
P011,3,50770,75315,57229.06190751857,325314,3.4411222498446463,452,0.680904812553867,4,12,64,6,103,5842,1,0,6.497697392051524,7.332164115498012,1,22.727272727272727
P011,4,9005,61804,56745.38715635107,232028,4.692490584038099,4711,0.47070059733150527,4,12,64,6,103,5842,1,0,2.1828329164015647,8.429268642782603,0,29.09090909090909
P011,5,38221,54443,46355.680971470465,476369,4.734062992244898,4803,0.17611675618015843,4,12,64,6,103,5842,1,0,7.2032898864483395,9.739699414305562,0,35.45454545454545
P011,6,27849,46860,38362.152257737456,667873,4.195447130511729,3079,-0.15655814625308917,4,12,64,6,103,5842,1,0,4.1248800247587525,8.551043032793046,1,41.81818181818181
P011,7,14201,44426,38992.92670942661,142229,3.718302059332463,3814,0.24593316712696556,4,12,64,6,103,5842,1,0,4.382982995024495,11.488228402915759,1,48.18181818181818
P011,8,21342,72056,53283.27233585895,119975,3.810620366171487,4673,-0.6406337822595161,4,12,64,6,103,5842,1,0,2.629214999194885,9.795821017542501,1,54.54545454545455
P011,9,43899,15525,15391.772650498937,395286,3.826062349295394,4105,-0.01544428710393042,4,12,64,6,103,5842,1,0,6.424431236562914,10.841994847141692,1,60.90909090909091
P011,10,37133,65677,63130.372379762426,722605,4.029634707859381,3255,0.18590170286985486,4,12,64,6,103,5842,1,0,3.093703270855748,12.368224753949129,1,67.27272727272727
P011,11,47893,50984,41670.47031939601,847512,3.798091892274222,1352,-0.9819391917408995,4,12,64,6,103,5842,1,0,5.383790552113018,10.577422659504375,0,73.63636363636363
P011,12,15760,36927,32481.513342947,853315,4.93964209015709,3474,-0.5306519234768978,4,12,64,6,103,5842,1,0,7.044259915267586,10.86535434660759,1,80.0
P012,1,54233,59738,49738.2956123121,438511,4.039547897112035,2991,0.6577667317652189,3,12,64,6,43,5681,0,1,6.122993032419987,5.892043287120562,1,10.0
P012,2,44240,21276,16480.69345907232,965962,4.8971667097028675,2460,-0.6659161841981003,3,12,64,6,43,5681,0,1,7.066644035801772,10.353355640155236,0,16.363636363636363
P012,3,8099,57267,40716.91878186096,417348,3.7134641060800035,2312,0.5635806596900588,3,12,64,6,43,5681,0,1,6.497697392051524,7.332164115498012,1,22.727272727272727
P012,4,11847,41155,34319.590494167634,969742,4.736542561026518,719,0.07981167900442498,3,12,64,6,43,5681,0,1,2.1828329164015647,8.429268642782603,0,29.09090909090909
P012,5,36707,35337,35195.9309540643,821864,4.062339056002064,1143,-0.8966063255169461,3,12,64,6,43,5681,0,1,7.2032898864483395,9.739699414305562,0,35.45454545454545
P012,6,17360,54030,41463.181377550165,438404,4.86775003505581,1108,0.16934140088517746,3,12,64,6,43,5681,0,1,4.1248800247587525,8.551043032793046,1,41.81818181818181
P012,7,27611,68737,56310.29185902326,790417,4.930237392872091,225,0.9036235708464779,3,12,64,6,43,5681,0,1,4.382982995024495,11.488228402915759,1,48.18181818181818
P012,8,25857,76212,73192.13671858798,744318,3.5084491597949867,3349,-0.3146930237581693,3,12,64,6,43,5681,0,1,2.629214999194885,9.795821017542501,1,54.54545454545455
P012,9,15605,27115,20003.344327791183,728349,3.615859883182382,2069,-0.5962930957541033,3,12,64,6,43,5681,0,1,6.424431236562914,10.841994847141692,1,60.90909090909091
P012,10,6470,71327,70683.17495380799,747296,4.461658949741753,4712,0.926693665640798,3,12,64,6,43,5681,0,1,3.093703270855748,12.368224753949129,1,67.27272727272727
P012,11,52350,76217,68480.1898544713,596758,4.889228438948047,3585,-0.005650471983145389,3,12,64,6,43,5681,0,1,5.383790552113018,10.577422659504375,0,73.63636363636363
P012,12,17504,39089,37551.68808148659,328071,4.537038729047582,1086,0.8618973910139556,3,12,64,6,43,5681,0,1,7.044259915267586,10.86535434660759,1,80.0
P013,1,56061,45659,41227.97740436099,525106,4.88175071267613,3224,0.3339430339818146,5,6,256,7,102,4217,1,1,6.122993032419987,5.892043287120562,1,10.0
P013,2,28984,59633,47979.04804959213,562785,4.998827451541333,674,0.9543483684426346,5,6,256,7,102,4217,1,1,7.066644035801772,10.353355640155236,0,16.363636363636363
P013,3,9848,36592,35173.18307642229,782568,3.1809633905741013,3330,0.476898418502653,5,6,256,7,102,4217,1,1,6.497697392051524,7.332164115498012,1,22.727272727272727
P013,4,27923,76025,62434.93038605593,653453,4.851349661761423,4214,0.6156918838825172,5,6,256,7,102,4217,1,1,2.1828329164015647,8.429268642782603,0,29.09090909090909
P013,5,9761,46116,43318.79226922944,256498,4.737801251081142,3812,-0.7595818892587831,5,6,256,7,102,4217,1,1,7.2032898864483395,9.739699414305562,0,35.45454545454545
P013,6,43781,64606,45335.81320604249,628014,4.260417496658288,4189,-0.20765461678148922,5,6,256,7,102,4217,1,1,4.1248800247587525,8.551043032793046,1,41.81818181818181
P013,7,11108,27178,22192.669622897636,990328,4.192970949970843,835,-0.25349641674131984,5,6,256,7,102,4217,1,1,4.382982995024495,11.488228402915759,1,48.18181818181818
P013,8,24443,29437,21252.300522391502,860674,3.336888770285439,2989,0.518688655845732,5,6,256,7,102,4217,1,1,2.629214999194885,9.795821017542501,1,54.54545454545455
P013,9,14040,56986,49162.34074376061,368615,4.038163570272436,2601,0.8284730319029399,5,6,256,7,102,4217,1,1,6.424431236562914,10.841994847141692,1,60.90909090909091
P013,10,3177,19760,16085.79962816256,706177,4.053247594537919,3122,0.06720509345375691,5,6,256,7,102,4217,1,1,3.093703270855748,12.368224753949129,1,67.27272727272727
P013,11,45790,23234,21595.189309600944,312781,4.436246152452989,1104,0.6447868376341162,5,6,256,7,102,4217,1,1,5.383790552113018,10.577422659504375,0,73.63636363636363
P013,12,43974,19431,17376.024351221426,449307,4.909320060066615,814,-0.23985098212558942,5,6,256,7,102,4217,1,1,7.044259915267586,10.86535434660759,1,80.0
P014,1,47379,28076,23689.264504957555,540097,3.332663215486284,1063,-0.4864468645589841,2,4,128,6,95,4540,0,1,6.122993032419987,5.892043287120562,1,10.0
P014,2,30211,42117,33364.53943584012,303502,4.06452042667808,205,0.22066756662183673,2,4,128,6,95,4540,0,1,7.066644035801772,10.353355640155236,0,16.363636363636363
P014,3,44641,27289,21334.19090680522,855801,3.243772186673895,3630,-0.7535546916556679,2,4,128,6,95,4540,0,1,6.497697392051524,7.332164115498012,1,22.727272727272727
P014,4,46139,63713,59886.035879825205,163646,4.418092523444866,2459,0.5868145162956746,2,4,128,6,95,4540,0,1,2.1828329164015647,8.429268642782603,0,29.09090909090909
P014,5,10636,21441,20911.95933609705,732259,3.1740779251753173,1945,0.10045308431252353,2,4,128,6,95,4540,0,1,7.2032898864483395,9.739699414305562,0,35.45454545454545
